"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0U990","2019-07-04 00:00:00","31.000","255.000","0.700","27.100","0.930","1007.100","-99.000","0.000","-99.000","-99.000","-99.000","31.400","","26.700",""
"C0M700","2019-07-04 00:00:00","150.000","0.000","0.200","25.200","0.860","993.900","-99.000","37.000","-99.000","-99.000","-99.000","30.700","","24.000",""
"C0A970","2019-07-04 00:00:00","96.000","346.000","2.400","26.300","0.850","999.500","-99.000","0.000","-99.000","-99.000","-99.000","32.700","","24.800",""
"CM0110","2019-07-04 00:00:00","7.000","171.000","0.400","26.600","0.790","1009.300","-99.000","23.500","-99.000","-99.000","-99.000","28.600","","25.300",""
"C0X250","2019-07-04 00:00:00","33.000","160.000","1.400","27.000","0.780","1006.600","-99.000","63.500","-99.000","-99.000","-99.000","27.800","","23.800",""
"C0K520","2019-07-04 00:00:00","10.000","178.000","1.100","25.400","0.890","1008.100","-99.000","68.500","-99.000","-99.000","-99.000","27.100","","23.900",""
"C0Z200","2019-07-04 00:00:00","153.000","0.000","0.200","26.700","0.990","993.500","-99.000","0.500","-99.000","-99.000","-99.000","32.000","","24.900",""
"C0V740","2019-07-04 00:00:00","60.000","352.000","1.100","24.900","0.960","1005.200","-99.000","122.500","-99.000","-99.000","-99.000","31.000","","24.000",""
"C0V790","2019-07-04 00:00:00","410.000","20.000","3.800","22.800","0.960","965.400","-99.000","67.000","-99.000","-99.000","-99.000","32.600","","22.700",""
"C0G860","2019-07-04 00:00:00","45.000","161.000","1.000","27.500","0.830","1003.400","-99.000","9.500","-99.000","-99.000","-99.000","30.400","","25.500",""
"C0F0A0","2019-07-04 00:00:00","3587.000","-99.000","-99.000","7.300","1.000","666.000","-99.000","9.000","8.600","216.000","","9.800","","7.200",""
"C0Z250","2019-07-04 00:00:00","1124.000","0.000","0.200","21.400","0.990","889.900","-99.000","1.500","-99.000","-99.000","-99.000","28.200","","20.300",""
"C0K440","2019-07-04 00:00:00","35.000","119.000","0.700","25.600","0.870","1006.400","-99.000","29.500","-99.000","-99.000","-99.000","29.300","","23.900",""
"C0T900","2019-07-04 00:00:00","160.000","0.000","0.000","26.100","0.890","990.400","-99.000","0.000","-99.000","-99.000","-99.000","31.700","","24.900",""
"C0F9V0","2019-07-04 00:00:00","525.000","192.000","2.600","24.400","0.850","952.300","-99.000","1.500","-99.000","-99.000","-99.000","29.200","","23.700",""
"C0UA20","2019-07-04 00:00:00","2619.000","209.000","6.500","11.800","1.000","739.400","-99.000","1.000","-99.000","-99.000","-99.000","14.400","","11.700",""
"C0M850","2019-07-04 00:00:00","695.000","0.000","0.000","21.500","0.930","934.200","-99.000","105.000","-99.000","-99.000","-99.000","27.700","","20.800",""
"C0G790","2019-07-04 00:00:00","27.000","0.000","0.000","26.500","0.900","1009.300","-99.000","13.000","-99.000","-99.000","-99.000","29.900","","25.300",""
"C0C620","2019-07-04 00:00:00","19.000","217.000","0.800","27.300","0.860","1005.700","-99.000","0.500","-99.000","-99.000","-99.000","33.500","","26.000",""
"C0I360","2019-07-04 00:00:00","300.000","83.000","2.400","25.300","0.900","976.400","-99.000","3.000","-99.000","-99.000","-99.000","29.600","","24.400",""
"C0R370","2019-07-04 00:00:00","55.000","0.000","0.000","24.800","-99.000","1005.700","-99.000","-99.000","-99.000","-99.000","-99.000","30.100","","23.400",""
"C0M810","2019-07-04 00:00:00","1354.000","221.000","0.600","18.700","0.910","866.700","-99.000","78.500","-99.000","-99.000","-99.000","24.600","","17.400",""
"C0AC80","2019-07-04 00:00:00","40.000","85.000","0.700","26.600","0.930","1004.800","-99.000","7.000","-99.000","-99.000","-99.000","31.600","","25.300",""
"C0S730","2019-07-04 00:00:00","110.000","261.000","4.900","27.600","0.890","997.000","-99.000","32.000","13.800","278.000","","29.000","","23.800",""
"C0T790","2019-07-04 00:00:00","2830.000","268.000","2.300","11.400","0.960","729.600","-99.000","1.500","8.600","252.000","","14.500","","11.200",""
"C0M830","2019-07-04 00:00:00","540.000","5.000","0.500","21.400","0.990","952.900","-99.000","85.500","-99.000","-99.000","-99.000","28.800","","21.400",""
"C0V750","2019-07-04 00:00:00","50.000","110.000","1.900","27.200","1.000","1006.000","-99.000","81.000","-99.000","-99.000","-99.000","31.600","","23.900",""
"C0K530","2019-07-04 00:00:00","12.000","161.000","2.500","26.100","0.840","1008.700","-99.000","74.500","-99.000","-99.000","-99.000","27.200","","23.900",""
"C0G850","2019-07-04 00:00:00","62.000","236.000","0.700","26.300","1.000","1002.200","-99.000","9.500","-99.000","-99.000","-99.000","30.000","","25.300",""
"C0M780","2019-07-04 00:00:00","30.000","202.000","0.900","25.800","0.860","1007.200","-99.000","110.000","-99.000","-99.000","-99.000","28.300","","23.600",""
"C0V360","2019-07-04 00:00:00","94.000","160.000","1.200","23.900","0.930","1000.400","-99.000","100.500","-99.000","-99.000","-99.000","30.400","","23.300",""
"C0K510","2019-07-04 00:00:00","10.000","190.000","0.700","25.700","0.860","1008.300","-99.000","100.000","-99.000","-99.000","-99.000","27.800","","23.800",""
"C0R380","2019-07-04 00:00:00","2.000","110.000","0.900","25.500","-99.000","1010.800","-99.000","66.000","-99.000","-99.000","-99.000","32.600","","24.300",""
"C0D650","2019-07-04 00:00:00","97.000","209.000","3.200","29.000","0.660","998.200","-99.000","0.000","-99.000","-99.000","-99.000","32.500","","25.700",""
"C0V630","2019-07-04 00:00:00","19.000","99.000","0.900","25.900","0.870","1010.500","-99.000","141.000","-99.000","-99.000","-99.000","30.300","","24.300",""
"C0U910","2019-07-04 00:00:00","17.000","232.000","1.300","27.800","0.850","1007.900","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","26.800",""
"C0U600","2019-07-04 00:00:00","10.000","271.000","0.700","26.300","0.990","1008.100","-99.000","1.500","-99.000","-99.000","-99.000","31.800","","26.300",""
"C0G820","2019-07-04 00:00:00","29.000","115.000","0.500","25.700","1.000","1006.100","-99.000","14.000","-99.000","-99.000","-99.000","29.000","","24.800",""
"C0R590","2019-07-04 00:00:00","72.000","6.000","0.500","25.300","0.990","1003.000","-99.000","95.500","-99.000","-99.000","-99.000","31.500","","24.100",""
"C0A9E0","2019-07-04 00:00:00","26.000","142.000","0.800","28.500","0.770","1006.800","-99.000","53.500","-99.000","-99.000","-99.000","33.600","","25.400",""
"C0R480","2019-07-04 00:00:00","57.000","0.000","0.000","25.600","0.880","1004.600","-99.000","104.000","-99.000","-99.000","-99.000","32.100","","24.000",""
"C0X300","2019-07-04 00:00:00","70.000","57.000","1.500","24.300","0.950","1002.200","-99.000","41.000","-99.000","-99.000","-99.000","30.800","","23.900",""
"C0U970","2019-07-04 00:00:00","7.000","244.000","1.300","27.800","0.860","1009.400","-99.000","0.000","-99.000","-99.000","-99.000","31.000","","27.200",""
"C0M750","2019-07-04 00:00:00","10.000","158.000","2.700","26.800","0.820","1008.900","-99.000","111.500","-99.000","-99.000","-99.000","27.400","","24.100",""
"C0I110","2019-07-04 00:00:00","161.000","264.000","0.600","24.800","0.990","992.400","-99.000","6.500","-99.000","-99.000","-99.000","30.400","","24.600",""
"C0V370","2019-07-04 00:00:00","74.000","0.000","0.000","24.100","1.000","1003.100","-99.000","91.500","-99.000","-99.000","-99.000","30.400","","23.100",""
"C0C690","2019-07-04 00:00:00","242.000","0.000","0.200","26.000","0.780","981.400","-99.000","0.000","-99.000","-99.000","-99.000","31.500","","24.600",""
"C0A540","2019-07-04 00:00:00","401.000","0.000","0.000","23.500","1.000","966.300","-99.000","82.000","-99.000","-99.000","-99.000","29.100","","23.500",""
"C0H950","2019-07-04 00:00:00","192.000","0.000","0.000","24.700","0.990","989.600","-99.000","3.000","-99.000","-99.000","-99.000","30.600","","24.500",""
"C0R360","2019-07-04 00:00:00","20.000","0.000","0.000","26.700","-99.000","1008.700","-99.000","19.500","-99.000","-99.000","-99.000","30.800","","24.400",""
"C0O960","2019-07-04 00:00:00","112.000","120.000","2.200","24.300","0.920","997.900","-99.000","108.000","-99.000","-99.000","-99.000","29.500","","23.200",""
"C0AH10","2019-07-04 00:00:00","30.000","176.000","1.000","28.500","0.860","1004.700","-99.000","43.000","-99.000","-99.000","-99.000","33.300","","26.100",""
"C0X210","2019-07-04 00:00:00","38.000","170.000","2.000","26.900","0.770","1004.300","-99.000","49.000","-99.000","-99.000","-99.000","30.300","","23.900",""
"C0D430","2019-07-04 00:00:00","87.000","0.000","0.000","25.500","0.940","998.000","-99.000","0.500","-99.000","-99.000","-99.000","32.600","","25.000",""
"C0AD30","2019-07-04 00:00:00","20.000","0.000","0.000","29.100","0.740","1005.300","-99.000","39.000","-99.000","-99.000","-99.000","32.800","","25.900",""
"C0R240","2019-07-04 00:00:00","87.000","122.000","1.400","25.500","0.920","1001.000","-99.000","107.000","-99.000","-99.000","-99.000","33.400","","24.000",""
"C0U960","2019-07-04 00:00:00","1885.000","62.000","0.700","17.200","0.960","814.300","-99.000","0.500","-99.000","-99.000","-99.000","20.900","","16.400",""
"C0T9E0","2019-07-04 00:00:00","415.000","0.000","0.000","24.900","0.930","964.800","-99.000","0.000","-99.000","-99.000","-99.000","30.500","","23.900",""
"C0D550","2019-07-04 00:00:00","1956.000","346.000","0.600","17.100","0.870","811.400","-99.000","1.500","-99.000","-99.000","-99.000","20.900","","16.100",""
"C0C630","2019-07-04 00:00:00","209.000","263.000","0.400","26.300","0.990","986.000","-99.000","1.000","-99.000","-99.000","-99.000","31.100","","24.500",""
"C0F9I0","2019-07-04 00:00:00","194.000","177.000","1.700","27.000","0.760","987.800","-99.000","3.000","-99.000","-99.000","-99.000","29.600","","24.500",""
"C0C650","2019-07-04 00:00:00","208.000","209.000","0.700","26.000","0.870","985.800","-99.000","0.000","-99.000","-99.000","-99.000","31.200","","24.300",""
"C0R600","2019-07-04 00:00:00","766.000","74.000","0.400","24.600","0.800","927.600","-99.000","101.000","-99.000","-99.000","-99.000","26.500","","20.700",""
"C0Z320","2019-07-04 00:00:00","646.000","227.000","0.900","21.900","0.950","939.600","-99.000","5.000","-99.000","-99.000","-99.000","31.700","","21.200",""
"C0V210","2019-07-04 00:00:00","734.000","0.000","0.200","20.500","0.960","932.900","-99.000","41.000","-99.000","-99.000","-99.000","27.800","","20.500",""
"C0K240","2019-07-04 00:00:00","1132.000","132.000","5.200","22.300","0.780","892.000","-99.000","17.500","-99.000","-99.000","-99.000","25.200","","19.600",""
"C0M520","2019-07-04 00:00:00","15.000","168.000","1.900","26.300","0.810","1008.000","-99.000","91.000","-99.000","-99.000","-99.000","27.600","","23.700",""
"C0A530","2019-07-04 00:00:00","300.000","0.000","0.000","24.600","0.990","976.200","-99.000","4.000","-99.000","-99.000","-99.000","31.200","","24.100",""
"C0E820","2019-07-04 00:00:00","220.000","177.000","3.500","27.100","0.720","984.500","-99.000","0.500","-99.000","-99.000","-99.000","30.600","","25.400",""
"C0K450","2019-07-04 00:00:00","35.000","120.000","0.700","25.700","0.860","1005.400","-99.000","26.000","-99.000","-99.000","-99.000","28.700","","24.300",""
"C0G760","2019-07-04 00:00:00","53.000","248.000","0.400","25.300","0.990","1006.200","-99.000","10.500","-99.000","-99.000","-99.000","29.400","","24.900",""
"CM0120","2019-07-04 00:00:00","4.000","183.000","2.300","26.300","0.790","1009.600","-99.000","68.500","-99.000","-99.000","-99.000","27.400","","24.800",""
"C0Z290","2019-07-04 00:00:00","946.000","0.000","0.000","22.400","0.850","908.200","-99.000","8.000","-99.000","-99.000","-99.000","26.700","","20.100",""
"C0V680","2019-07-04 00:00:00","40.000","96.000","1.000","26.000","0.830","1006.500","-99.000","95.500","-99.000","-99.000","-99.000","31.800","","24.400",""
"C0F9U0","2019-07-04 00:00:00","74.000","149.000","0.500","28.700","0.740","1001.200","-99.000","3.500","-99.000","-99.000","-99.000","30.700","","26.000",""
"C0AI10","2019-07-04 00:00:00","76.000","0.000","0.000","25.600","0.970","1000.700","-99.000","5.000","-99.000","-99.000","-99.000","32.200","","24.600",""
"C0V530","2019-07-04 00:00:00","34.000","81.000","1.600","25.600","1.000","1006.500","-99.000","115.500","-99.000","-99.000","-99.000","31.000","","23.700",""
"C0R550","2019-07-04 00:00:00","38.000","131.000","1.300","26.300","0.990","1007.300","-99.000","81.000","-99.000","-99.000","-99.000","31.800","","23.900",""
"C0F9L0","2019-07-04 00:00:00","253.000","159.000","1.300","28.000","0.730","981.400","-99.000","1.000","-99.000","-99.000","-99.000","31.200","","25.600",""
"C0A950","2019-07-04 00:00:00","60.000","284.000","3.500","27.900","0.810","1003.100","-99.000","0.500","-99.000","-99.000","-99.000","29.900","","25.300",""
"C0R160","2019-07-04 00:00:00","45.000","33.000","0.800","25.100","0.990","1005.200","-99.000","95.000","-99.000","-99.000","-99.000","32.000","","23.800",""
"C0F9S0","2019-07-04 00:00:00","43.000","183.000","1.700","27.800","0.820","1005.300","-99.000","2.500","-99.000","-99.000","-99.000","30.500","","26.400",""
"C0M820","2019-07-04 00:00:00","980.000","88.000","0.900","19.300","0.930","906.000","-99.000","46.500","-99.000","-99.000","-99.000","25.600","","19.300",""
"C0G870","2019-07-04 00:00:00","12.000","177.000","1.600","25.800","0.890","1009.400","-99.000","36.500","-99.000","-99.000","-99.000","27.500","","24.600",""
"C0R530","2019-07-04 00:00:00","16.000","85.000","1.900","26.100","0.990","1008.900","-99.000","55.000","-99.000","-99.000","-99.000","30.700","","21.500",""
"C0O840","2019-07-04 00:00:00","134.000","111.000","1.500","26.100","0.920","994.500","-99.000","81.000","-99.000","-99.000","-99.000","29.000","","23.500",""
"C0A890","2019-07-04 00:00:00","40.000","0.000","0.000","25.400","0.990","1004.100","-99.000","4.000","-99.000","-99.000","-99.000","32.300","","25.200",""
"C0A660","2019-07-04 00:00:00","97.000","0.000","0.000","25.600","1.000","998.100","-99.000","11.500","-99.000","-99.000","-99.000","30.800","","24.400",""
"C0T9H0","2019-07-04 00:00:00","725.000","347.000","2.200","23.400","0.990","931.500","-99.000","2.000","-99.000","-99.000","-99.000","29.900","","21.700",""
"C0R270","2019-07-04 00:00:00","51.000","95.000","1.400","25.300","1.000","1003.900","-99.000","31.500","-99.000","-99.000","-99.000","31.300","","24.400",""
"C0O980","2019-07-04 00:00:00","18.000","101.000","0.400","24.600","0.990","1009.600","-99.000","99.500","-99.000","-99.000","-99.000","30.100","","23.900",""
"C0T9I0","2019-07-04 00:00:00","152.000","211.000","1.200","25.700","0.890","993.500","-99.000","1.500","-99.000","-99.000","-99.000","31.200","","24.300",""
"C0V760","2019-07-04 00:00:00","30.000","111.000","2.300","25.800","0.900","1007.900","-99.000","95.000","-99.000","-99.000","-99.000","32.600","","24.900",""
"C0AG90","2019-07-04 00:00:00","25.000","129.000","0.600","28.400","0.840","1007.400","-99.000","45.500","-99.000","-99.000","-99.000","33.100","","26.000",""
"C0R570","2019-07-04 00:00:00","37.000","18.000","0.900","25.400","0.910","1005.900","-99.000","106.000","-99.000","-99.000","-99.000","32.100","","23.700",""
"C0O900","2019-07-04 00:00:00","9.000","148.000","1.400","25.300","0.990","1009.800","-99.000","88.000","-99.000","-99.000","-99.000","29.900","","24.400",""
"C0AD00","2019-07-04 00:00:00","86.000","188.000","1.800","27.500","0.960","999.900","-99.000","10.000","-99.000","-99.000","-99.000","30.000","","25.700",""
"C0V700","2019-07-04 00:00:00","24.000","104.000","1.200","27.100","0.800","1007.400","-99.000","82.500","-99.000","-99.000","-99.000","32.100","","25.100",""
"C0AH00","2019-07-04 00:00:00","38.000","0.000","0.000","27.100","0.980","1004.800","-99.000","9.500","-99.000","-99.000","-99.000","31.100","","25.500",""
"C0X080","2019-07-04 00:00:00","2.000","149.000","2.000","24.900","0.950","1010.000","-99.000","142.000","-99.000","-99.000","-99.000","26.100","","23.300",""
"CM0150","2019-07-04 00:00:00","11.000","283.000","1.300","27.800","0.740","1008.100","-99.000","14.500","-99.000","-99.000","-99.000","30.800","","25.000",""
"C0I480","2019-07-04 00:00:00","2165.000","148.000","0.300","14.800","0.970","791.000","-99.000","2.000","-99.000","-99.000","-99.000","18.900","","14.500",""
"C0A860","2019-07-04 00:00:00","362.000","0.000","0.000","24.300","0.920","969.000","-99.000","29.000","-99.000","-99.000","-99.000","30.700","","23.200",""
"C0U940","2019-07-04 00:00:00","25.000","233.000","1.000","26.900","0.980","1007.800","-99.000","2.500","-99.000","-99.000","-99.000","33.500","","25.800",""
"C0V260","2019-07-04 00:00:00","126.000","48.000","1.000","24.900","0.920","997.100","-99.000","104.000","-99.000","-99.000","-99.000","32.000","","24.100",""
"C0H990","2019-07-04 00:00:00","3076.000","219.000","7.800","9.900","0.990","708.700","-99.000","2.000","-99.000","-99.000","-99.000","12.100","","9.700",""
"C0F9K0","2019-07-04 00:00:00","30.000","175.000","2.300","28.200","0.700","1004.700","-99.000","5.500","-99.000","-99.000","-99.000","30.000","","25.300",""
"C0AH90","2019-07-04 00:00:00","660.000","0.000","0.000","23.000","0.990","939.600","-99.000","6.000","-99.000","-99.000","-99.000","28.800","","22.900",""
"C0W150","2019-07-04 00:00:00","42.000","184.000","1.500","27.400","0.990","1005.100","-99.000","8.500","-99.000","-99.000","-99.000","29.100","","26.000",""
"C0F000","2019-07-04 00:00:00","273.000","138.000","0.300","25.300","0.980","978.300","-99.000","7.000","-99.000","-99.000","-99.000","26.900","","23.500",""
"C0K410","2019-07-04 00:00:00","20.000","155.000","1.800","26.100","0.840","1006.900","-99.000","61.000","-99.000","-99.000","-99.000","28.000","","24.000",""
"C0R140","2019-07-04 00:00:00","740.000","0.000","0.200","22.500","0.800","933.200","-99.000","112.500","-99.000","-99.000","-99.000","27.600","","20.600",""
"C0V800","2019-07-04 00:00:00","256.000","293.000","0.900","-99.000","-99.000","981.100","-99.000","91.000","-99.000","-99.000","-99.000","-999.000","","-999.000",""
"C0S830","2019-07-04 00:00:00","288.000","133.000","0.500","26.400","0.830","978.600","-99.000","5.500","-99.000","-99.000","-99.000","32.200","","23.800",""
"C0V640","2019-07-04 00:00:00","35.000","98.000","2.000","26.600","0.850","1006.800","-99.000","77.500","-99.000","-99.000","-99.000","31.000","","24.600",""
"C0AH80","2019-07-04 00:00:00","68.000","0.000","0.000","25.800","0.970","1001.400","-99.000","7.000","-99.000","-99.000","-99.000","31.500","","25.100",""
"C0K250","2019-07-04 00:00:00","12.000","172.000","0.900","25.000","0.920","1008.900","-99.000","57.500","-99.000","-99.000","-99.000","27.300","","24.000",""
